Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	GNI (constant 2015 US$)	NY.GNP.MKTP.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.40382E+11	3.43551E+11	3.56283E+11	3.64094E+11	3.74305E+11	3.84906E+11	3.86538E+11	3.93705E+11	3.97016E+11	4.06815E+11	4.13873E+11	4.23008E+11	4.38928E+11	4.36253E+11	4.33681E+11	4.39235E+11	4.35672E+11	4.48404E+11	4.52376E+11	4.59027E+11	4.6869E+11	4.756E+11	4.81174E+11	4.86641E+11	5.0059E+11	4.74298E+11
Belgium	BEL	GDP per capita (current LCU)	NY.GDP.PCAP.CN	1578.69957	1673.526298	1783.002969	1902.612209	2109.383354	2275.160277	2426.41414	2586.317765	2754.545134	3046.712825	3428.32189	3749.148727	4180.693566	4735.309678	5536.555483	6109.64574	6931.596306	7487.342373	8033.222203	8583.955618	9325.11546	9777.227405	10582.85708	11212.60197	12114.19183	12880.32977	13477.10307	14008.23131	14940.48202	16141.68031	17065.35088	17811.76574	18627.97748	19110.70353	20078.57535	20764.82436	21098.2336	22011.20786	22799.53128	23694.27656	25009.28179	25697.08853	26445.52267	27100.67421	28482.46789	29587.64501	30826.01391	32338.47182	32842.57579	32091.23555	33329.10226	34060.41022	34768.80024	35206.1718	35953.36343	36960.63116	37955.10396	39124.74007	40257.91775	41619.07323	39537.29825
Belgium	BEL	Gross value added at basic prices (GVA) (current US$)	NY.GDP.FCST.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	25108855184	27972245703	34912151957	44514484579	51653619511	60210273116	64608336468	75146025886	91680124247	1.05381E+11	1.15183E+11	94888209474	83324397846	78931309665	75721158894	78449479584	1.09433E+11	1.35125E+11	1.46668E+11	1.47711E+11	1.8526E+11	1.90334E+11	2.11975E+11	2.02483E+11	2.19985E+11	2.59637E+11	2.50461E+11	2.26225E+11	2.3129E+11	2.30319E+11	2.10637E+11	2.11905E+11	2.30153E+11	2.84273E+11	3.28837E+11	3.44271E+11	3.63847E+11	4.1964E+11	4.59915E+11	4.29997E+11	4.29573E+11	4.67238E+11	4.43366E+11	4.65995E+11	4.78397E+11	4.14016E+11	4.24798E+11	4.47352E+11	4.84624E+11	4.75779E+11	\N
Belgium	BEL	Adjusted net national income (annual % growth)	NY.ADJ.NNTY.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.294784776	6.419095412	6.831371999	1.690396669	-1.208951163	5.696467476	0.078120778	2.841509955	1.836199025	-0.488348053	-2.542508805	-0.251713251	0.810219593	3.188663719	2.958492444	4.795546864	3.120787313	6.025277924	3.555784805	2.857775354	2.14384456	2.436793821	0.851805162	4.031891112	1.741107838	0.458038677	3.552037974	2.008707791	2.388205768	2.703839166	-0.002191709	1.886980183	0.319259576	2.363523953	1.326266738	1.767260419	3.575794699	-1.345605568	-1.412426279	1.441501701	-1.326461307	3.252091877	1.001956083	1.650233157	2.342298358	1.636616204	1.50758498	0.965030628	2.451016187	\N
Belgium	BEL	Adjusted savings: net forest depletion (current US$)	NY.ADJ.DFOR.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9829474.219	0	0	0	0	0	0	0	855314.9081	3554792.223	378317.1352	0	0	2583929.463	2752636.683	3568653.269	5237964.174	4589799.533	0	0	0	3672597.706	2834915.216	9371073.016	7555613.182	5878623.762	6146876.469	5326102.407	2810819.098	2323278.378	\N
Belgium	BEL	"Food, beverages and tobacco (% of value added in manufacturing)"	NV.MNF.FBTO.ZS.UN	\N	\N	\N	18.89344668	17.87147658	17.8812632	17.72075357	18.99556592	18.88073085	17.50361414	16.9873356	17.32230216	17.17429107	16.00620787	15.29453031	16.74632174	16.44487703	16.74210362	17.1366326	17.05328839	16.8455527	18.30014936	18.79531348	19.18667171	18.83187642	18.34880223	18.14413263	18.34330443	16.75811327	16.51779762	16.94326245	18.06851454	18.18278582	18.61273767	18.32920976	13.3213138	12.96250796	13.02032343	12.93510284	12.49499752	11.76170447	12.59458671	12.59458672	12.89030835	13.13117183	12.90230785	12.21853875	12.54923251	13.12962735	15.47964613	14.32430986	14.87625256	15.29138057	15.40621062	15.85164778	15.6984438	15.36786262	15.21578681	16.28027869	16.28033364	\N
Belgium	BEL	Financial intermediary services indirectly Measured (FISIM) (current LCU)	NV.FSM.TOTL.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Imports of goods and services (constant 2015 US$)	NE.IMP.GNFS.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	57470389809	59564933400	65264748096	77395185950	80813293163	73473513621	82573583991	86513107858	88821544960	96776307575	94917241042	93080399098	94341401371	93178897537	99135376903	99539113809	1.04107E+11	1.11137E+11	1.22718E+11	1.34613E+11	1.41167E+11	1.45204E+11	1.51182E+11	1.50636E+11	1.61603E+11	1.6912E+11	1.78514E+11	1.93156E+11	2.02926E+11	2.09771E+11	2.37074E+11	2.35283E+11	2.37768E+11	2.41238E+11	2.56452E+11	2.72933E+11	2.86967E+11	3.02977E+11	3.14506E+11	2.80354E+11	3.07514E+11	3.24812E+11	3.2262E+11	3.2193E+11	3.39728E+11	3.53023E+11	3.79329E+11	3.99127E+11	4.04624E+11	4.11296E+11	3.86847E+11
Belgium	BEL	Gross fixed capital formation (current LCU)	NE.GDI.FTOT.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8911874000	9492002000	10268661000	11695952000	14554427000	15917692000	17710954000	18776790000	20164719000	20587428000	22818930000	20780771000	21169945000	20687369000	21928278000	23899722000	24808164000	26420456000	31178384000	36632378000	40789866000	39901438000	41350277000	41084526000	42243153000	44690500000	45396000000	48975800000	50666600000	53711200000	57702800000	59185300000	56554200000	57629700000	63703000000	68685400000	72591500000	80039200000	84833900000	78942100000	80337800000	86511600000	88673000000	87113300000	91908300000	95688900000	1.00114E+11	1.03601E+11	1.0853E+11	1.15493E+11	1.09321E+11
Belgium	BEL	Final consumption expenditure (% of GDP)	NE.CON.TOTL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	67.9696112	69.37658872	69.8475359	70.51690437	70.2616257	73.73048443	73.71240349	75.12451351	75.65561236	77.1266613	77.57058653	80.36616553	80.83541098	81.02016937	79.84624273	80.10696603	79.10210012	78.60811234	75.9446191	74.66725189	74.4124946	75.65185867	75.10395908	74.95552596	74.41723065	74.35905232	75.19724706	73.81543631	74.01177352	73.35485969	73.35238345	73.71909649	73.67515212	73.67782811	72.43879028	72.28232963	71.98696608	71.26156332	73.39043751	75.56474852	75.17076743	75.59205868	76.24712339	76.77395133	76.04501005	74.95403183	74.55358274	74.50460072	74.87267118	74.37993127	74.43280471
Belgium	BEL	Households and NPISHs Final consumption expenditure (current US$)	NE.CON.PRVT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	13656453409	15378808486	19174373568	24789169944	28750937241	34535416255	37271044932	44148557119	53701416677	63014397358	69389292316	58943367014	52571790570	50221719132	47097520246	49406353013	67707792126	83790191248	88925590784	89000890663	1.11243E+11	1.15308E+11	1.27096E+11	1.20581E+11	1.30552E+11	1.52827E+11	1.49314E+11	1.33086E+11	1.36805E+11	1.3443E+11	1.23564E+11	1.23961E+11	1.3253E+11	1.62479E+11	1.85159E+11	1.93512E+11	2.04156E+11	2.33496E+11	2.61343E+11	2.47281E+11	2.47392E+11	2.69385E+11	2.57735E+11	2.7366E+11	2.77023E+11	2.37263E+11	2.44014E+11	2.58145E+11	2.81177E+11	2.75165E+11	2.59234E+11
Belgium	BEL	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	LP.LPI.TIME.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.25	\N	\N	4.29	\N	4.2	\N	4.390126	\N	4.426187	\N	4.41	\N	\N
Belgium	BEL	"Intentional homicides (per 100,000 people)"	VC.IHR.PSRC.P5	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.036043221	1.01830519	1.200135379	1.430116964	1.181578134	1.394028688	1.175518073	1.418261436	\N	\N	2.061846446	2.732816062	3.077701148	2.207499375	2.557223115	2.095405421	2.081080399	1.972409451	1.88333282	1.740342068	1.727804906	1.943006357	1.849286739	1.837904366	1.871453429	2.037574468	1.532444627	1.690054215	\N	\N	\N
Belgium	BEL	"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"	TX.VAL.MRCH.RS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.438648357	0.497480903	0.337527914	0.52914	0.560940265	0.594637791	0.669251253	0.586488123	0.607060457	0.860321432	0.935463326	1.094721054	0.805480054	1.183315804	1.259609553	1.253337652	1.326381341	1.193147889	0.913421079	0.604347632	0.783202473	0.988456736	0.853165729	\N
Belgium	BEL	Food exports (% of merchandise exports)	TX.VAL.FOOD.ZS.UN	\N	\N	6.042774744	6.890170155	6.170288677	7.072772559	7.159545985	8.248561427	8.185052046	8.060171776	8.388857988	9.286027027	9.58089343	9.622555623	8.86279665	10.0989711	9.489010303	9.658075108	9.549167999	9.268150479	9.385370774	10.73797087	11.0195672	10.17655271	10.86905355	10.27243205	10.23655922	10.26021827	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	10.0399495	8.916534787	9.17188242	8.557403262	8.693342437	8.32979421	8.059741596	7.804361648	7.94673221	8.586644129	9.624825304	10.82520462	10.38441004	10.94366092	11.15537808	11.1908325	11.90511756	11.54467125	11.30691411	10.90146133	11.05590975	11.84082795
Belgium	BEL	Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)	TM.VAL.MRCH.R4.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.01732141	0.958653972	0.886399369	0.969087023	0.781531931	1.042087778	1.086964701	1.041843197	1.111266223	1.23455878	0.96631533	1.085133839	1.019513007	1.177218789	1.045440543	1.072157237	0.940912812	0.839760827	0.629091952	0.631799012	0.631559767	0.61277961	0.50640481	\N
Belgium	BEL	"Tariff rate, most favored nation, weighted mean, primary products (%)"	TM.TAX.TCOM.WM.FN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.47	3.32	3.55	3.89	4.19	4.15	4.12	9.96	8.74	7.35	7.42	7.39	4.74	5.34	4.18	4.66	3.91	3.58	3.06	3.02	2.49	3	2.6	2.44	2.15	2.4	2.58	2.61	3.21	3.05	2.62	2.72	2.18
Belgium	BEL	"Tariff rate, most favored nation, weighted mean, manufactured products (%)"	TM.TAX.MANF.WM.FN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.84	5.8	7.59	6.79	7.15	7.01	6.82	6.4	5.03	5.06	4.11	3.66	3.42	3.64	3.86	3.82	3.56	3.53	3.49	3.36	3.36	3.39	3.38	3.42	3.36	3.39	3.42	3.43	3.39	3.47	3.42	3.39	3.23
Belgium	BEL	"International tourism, receipts (% of total exports)"	ST.INT.RCPT.XP.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.880488295	4.048872833	3.85826613	3.815443615	3.779964956	3.41959992	\N	3.806016414	3.43357261	3.291088207	3.364689246	3.407676784	3.494492252	2.495242521	2.324173187	2.304391939	2.287295599	2.404054195	1.783621102
Belgium	BEL	"Completeness of birth registration, female (%)"	SP.REG.BRTH.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	100	\N	\N	\N
Belgium	BEL	"Population ages 75-79, female (% of female population)"	SP.POP.7579.FE.5Y	2.655329211	2.659641526	2.662029385	2.672307203	2.698152576	2.743165856	2.771069199	2.807138212	2.855501879	2.919127223	2.999241704	3.062118212	3.130724794	3.207897305	3.293458825	3.386282517	3.448357156	3.512775777	3.580576951	3.64746516	3.710148891	3.732655435	3.744399133	3.757647588	3.784689897	3.828062384	3.841081109	3.881383017	3.917695764	3.899136646	3.80131783	3.587394265	3.291697904	3.00530091	2.854235685	2.898575806	3.074307567	3.408672227	3.808528776	4.14948104	4.368250958	4.43451222	4.412782654	4.347755689	4.295982271	4.28270965	4.254170351	4.253295564	4.266314244	4.275729206	4.271019445	4.194521045	4.119930375	4.044834454	3.96658194	3.885824344	3.783342491	3.673783579	3.585681786	3.56442096	3.633324044
Belgium	BEL	"Population ages 50-54, female (% of female population)"	SP.POP.5054.FE.5Y	6.770993933	6.691211997	6.647413175	6.593439908	6.456985652	6.204929022	5.843760525	5.362086686	4.872615602	4.549124337	4.489526386	4.671043942	5.10677116	5.670404633	6.164989944	6.471788725	6.60310448	6.567339147	6.4238716	6.274214098	6.180258701	6.122578649	6.099423233	6.095603296	6.082695997	6.043958103	5.977607471	5.905636027	5.825464629	5.733415247	5.630606525	5.508011659	5.365152393	5.242514668	5.201606262	5.276200201	5.453519754	5.748083318	6.097029155	6.401955484	6.603736908	6.710291629	6.716960458	6.6632903	6.615765885	6.614463998	6.632990992	6.685906244	6.76046999	6.835026082	6.894962864	6.945024016	6.99020791	7.019923938	7.025151991	7.004464136	6.972177821	6.91557377	6.841611674	6.759923519	6.676599465
Belgium	BEL	"Population ages 15-64, male"	SP.POP.1564.MA.IN	2941389	2932496	2933130	2949445	2973061	2995142	3005649	3015157	3022276	3029214	3034050	3041492	3057630	3074615	3095748	3120407	3136570	3154929	3176352	3201643	3231200	3254284	3279041	3303966	3325132	3341360	3343604	3343573	3348658	3354505	3358552	3362705	3367713	3372079	3374361	3374773	3371551	3372843	3375618	3380275	3386111	3397706	3412650	3426882	3443160	3465474	3489042	3518377	3550701	3581354	3611937	3649376	3659879	3664021	3668642	3681262	3689841	3696349	3706610	3719665	3732935
Belgium	BEL	"Population ages 00-04, female (% of female population)"	SP.POP.0004.FE.5Y	7.858085828	8.049744823	8.125477841	8.100775953	8.030283755	7.948658305	7.85888034	7.705520522	7.516642902	7.319350912	7.133219901	6.882025977	6.71364068	6.600116917	6.496899174	6.373272715	6.279426414	6.153989344	6.010973624	5.882401979	5.789213967	5.710016474	5.675677493	5.673333536	5.676886762	5.671226181	5.70129225	5.688126158	5.648859763	5.616075712	5.613955104	5.602806875	5.632442289	5.687518618	5.729994141	5.728234963	5.71200505	5.646096559	5.545646681	5.446909071	5.376402694	5.267381761	5.225494404	5.235143831	5.268352603	5.30457037	5.357006156	5.416373201	5.47354949	5.520377398	5.551563617	5.613883411	5.619875343	5.586886306	5.538320834	5.489870972	5.416403035	5.363579608	5.326639602	5.29454531	5.257437581
Belgium	BEL	"Contraceptive prevalence, any modern method (% of married women ages 15-49)"	SP.DYN.CONM.ZS	\N	\N	\N	\N	\N	\N	10.8	\N	\N	\N	\N	\N	\N	\N	\N	\N	47.9	\N	\N	\N	\N	\N	\N	63.2	\N	\N	\N	\N	\N	\N	\N	\N	74.3	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	72.8	\N	\N	\N	65.9	\N	\N	\N	\N	65.4	\N	\N
Belgium	BEL	"Children in employment, wage workers (% of children in employment, ages 7-14)"	SL.WAG.0714.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Unemployment with basic education, male (% of male labor force with basic education)"	SL.UEM.BASC.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	11.97999954	11.57999992	8.090000153	10.10000038	9.579999924	11.11999989	10.59000015	10.82999992	11.30000019	10.27999973	10.55000019	12.21000004	13.14999962	12.84000015	12.98999977	15.06000042	15.64999962	16.72999954	15.35000038	13.85000038	12.14000034	11.72000027	11.28999996
Belgium	BEL	Labor force with intermediate education (% of total working-age population with intermediate education)	SL.TLF.INTM.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	63.00999832	64.29000092	64.47000122	65.30999756	64.55000305	65.01999664	63.29000092	64.06999969	63.68999863	62.77999878	62.72000122	63.72999954	62.24000168	64.12000275	63.20999908	63.06999969	63.77000046	62.59000015	62.93999863	61.45000076	61.29999924	61.36000061	60.50999832	60.34000015	59.22000122	58.95999908	59.47999954	59.34999847	57.24000168
Belgium	BEL	"Labor force with advanced education, female (% of female working-age population with advanced education)"	SL.TLF.ADVN.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	78.29000092	78.26999664	77.91999817	77.69999695	78.08999634	78.06999969	77.19999695	79.36000061	78.73000336	77.5	76.86000061	77.12000275	77.68000031	76.91000366	76.58000183	77.65000153	77.01999664	76.76000214	75.87999725	75.11000061	75.12999725	74.79000092	75.08000183	74.29000092	75.01999664	74.97000122	74.69000244	74.27999878	74.29000092
Belgium	BEL	"Average working hours of children, working only, female, ages 7-14 (hours per week)"	SL.TLF.0714.WK.FE.TM	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Children in employment, self-employed, male (% of male children in employment, ages 7-14)"	SL.SLF.0714.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)"	SL.EMP.WORK.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	81.55000305	81.19999695	80.80000305	80.69000244	81.01000214	80.56999969	81.19000244	81.23999786	81.80999756	82.30000305	83.19000244	83.12000275	83.02999878	82.98000336	82.48000336	82.37999725	82.58999634	83	82.33000183	82.70999908	82.52999878	82.44999695	81.22000122	82.15000153	81.26000214	81.56999969	82.62000275	83.09999847	82.70999908	\N
Belgium	BEL	"Employers, male (% of male employment) (modeled ILO estimate)"	SL.EMP.MPYR.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.889999866	5.989999771	6.159999847	6.179999828	6.099999905	6.199999809	6.099999905	6.130000114	6.010000229	6.170000076	6.289999962	5.46999979	5.670000076	6.269999981	6.449999809	6.429999828	6.269999981	5.900000095	6.260000229	6.170000076	5.989999771	5.769999981	6.010000229	5.610000134	5.960000038	5.710000038	5.440000057	5.139999866	4.989999771	\N
Belgium	BEL	"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.41	\N	\N
Belgium	BEL	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.5	\N	\N	0.7	\N	\N	\N	1	\N	\N	0.7	\N	0.5	\N	\N	0.7	\N	\N	0.5	0.1	0.3	0.2	0.2	0.1	0.2	0.2	0.3	0.2	0.2	0.1	0.2	0.1	0.2	0.1	\N	\N
Belgium	BEL	Out-of-pocket expenditure per capita (current US$)	SH.XPD.OOPC.PC.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	374.1867426	368.2466023	435.1039177	597.4300662	674.5333398	695.8454592	729.3792838	849.9828597	942.5068529	927.4821658	906.860508	973.4250259	911.3462096	970.2142334	980.5193948	829.9771538	816.4707335	850.3140409	936.3555433	901.4466838	\N
Belgium	BEL	Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure	SH.UHC.OOPC.25.TO	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Prevalence of severe wasting, weight for height, female (% of children under 5)"	SH.SVR.WAST.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)"	SH.STA.POIS.P5.MA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.6	0.7	0.6	0.6	0.6	0.5	0.5	0.4	0.6	0.4	0.6	0.6	0.5	0.4	0.4	0.5	0.4	0.4	0.4	0.4	\N
Belgium	BEL	"Prevalence of underweight, weight for age, female (% of children under 5)"	SH.STA.MALN.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.1	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)"	SH.STA.AIRP.FE.P5	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12	\N	\N	\N	\N
Belgium	BEL	"Nurses and midwives (per 1,000 people)"	SH.MED.NUMW.P3	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.829	9.181	9.4046	9.5324	9.6536	9.7552	9.8818	10.0931	10.3901	10.626	10.9082	11.1914	11.808	\N	\N	\N	\N	\N
Belgium	BEL	"Prevalence of HIV, female (% ages 15-24)"	SH.HIV.1524.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Prevalence of HIV, total (% of population ages 15-49)"	SH.DYN.AIDS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Condom use, population ages 15-24, male (% of males ages 15-24)"	SH.CON.1524.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
