Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Coverage of social safety net programs in poorest quintile (% of population)	per_sa_allsa.cov_q1_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Price level ratio of PPP conversion factor (GDP) to market exchange rate	PA.NUS.PPPC.RF	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.72269591	0.716148246	0.766693953	0.709103834	0.738704115	0.893156779	0.874348121	0.800545357	0.804577542	0.777508077	0.675873895	0.648303782	0.683177766	0.834123061	0.917045872	0.89900663	0.890519894	0.950226805	1.01628262	0.947597943	0.928198346	0.972467953	0.908201492	0.912892496	0.903029426	0.73575782	0.688871176	0.694967	0.724054258	0.68907868	0.697740042
Cyprus	CYP	Gross savings (current LCU)	NY.GNS.ICTR.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	94862359.22	139948574.9	158403773.6	251955033.6	291958850.4	337070357.7	385226087.8	388121100.6	535114023.2	587974953.3	735960390.2	783640534.6	838889446.8	1015591980	1008529175	784081878.1	983780550.9	1386308021	1619113481	1626654541	1546528691	1473647451	2267157041	1734913410	1716352720	1809093795	2077918652	2326823914	2395849843	2551799332	2744726991	2304868892	2697945894	3022226604	2575291393	3290575832	2397663051	2061977208	1653656548	2366236510	2505677024	3170344692	3322519625	3365796297	1890439072
Cyprus	CYP	GNI (current US$)	NY.GNP.MKTP.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	578311622.7	743528819.8	974720508	1298894850	2174377612	2103814365	2174408878	2160141602	2280841176	2435306334	3055706215	3667785871	4236132622	4532358343	5557199360	5737621591	6866387744	6551304005	7373203929	9431244502	9527828105	9024625998	10557893665	9895297735	9128568332	9655802368	10831199038	13954369196	16345890000	17475010571	18960303601	22433135779	27388166105	25873166157	25365001989	28291559020	24805330849	23618497808	22538678092	19712840342	20118149214	22199072526	24607344119	24544867346	23149145631
Cyprus	CYP	"GDP, PPP (constant 2017 international $)"	NY.GDP.MKTP.PP.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	14631986121	14740189834	16125767534	16238647985	17196728005	18634799106	18867469775	19365739773	20549150452	21576188858	22863275478	23766960283	24651793875	25298480963	26570069624	27859516123	29172765980	30660013559	31778126610	31137713986	31765044173	31892561112	30793281272	28775373453	28248982925	29204668535	31089699773	32909236998	34782707773	36620343406	34705470007
Cyprus	CYP	GDP deflator: linked series (base year varies by country)	NY.GDP.DEFL.ZS.AD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	48.83957436	50.73846002	53.80376436	56.38803071	59.36023385	67.43192379	69.2128084	70.7610348	72.15197011	73.8129027	75.8378903	78.61378819	78.84680353	83.09481226	85.34607357	87.06963336	89.75680253	93.47112614	97.89683452	98.15441976	100	101.6171066	103.3194676	102.342164	100.9771462	100.2157299	99.64223348	100.6769611	101.6876234	102.8294712	101.6110745
Cyprus	CYP	Adjusted savings: net national savings (% of GNI)	NY.ADJ.NNAT.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.218979439	8.35402943	6.879417783	11.7115451	10.15419706	9.332874066	8.792539328	6.432014288	9.807135961	9.278076378	13.27447719	12.10477057	10.94091052	12.64150043	9.360068367	3.380885847	4.807874027	11.05595152	12.27567409	8.183592319	5.804529575	3.895592879	11.16475771	5.229729225	3.993656578	4.063623617	5.694580316	6.523126675	5.771688411	5.842062602	5.989670867	2.052235143	2.815748392	4.338864091	1.182569785	4.332455116	-0.219652736	-2.119679971	-4.513889805	-0.052107426	0.899759294	3.309151621	3.600030908	3.698202222	\N
Cyprus	CYP	Adjusted savings: education expenditure (% of GNI)	NY.ADJ.AEDU.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.9864865	3.9864865	3.9864865	3.9864865	3.9864865	3.9	3.4	2.9	2.9	3	3.2	3.5	3.5	3.6	3.4	3.4	3.3	3.3	3.2	3.2	3.1	3.3	3.5	3.7	3.7	3.8	4.636633	4.636633	4.6494071	4.39	5.012354118	5.03	5.24	6.12	5.94	5.91	6.06	6.13	6.04	6.352387428	6.22	5.94	6.135053513	6.330107027	6.454830903	6.111728646	6.042716061	5.504338186	5.504338186	5.504338186	\N
Cyprus	CYP	"Industry (including construction), value added (constant LCU)"	NV.IND.TOTL.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	710486121.3	937611872.3	1171631779	1299940632	1435143741	1504468784	1455060235	1486850308	1516342063	1590263343	1617457180	1641586824	1753043175	1864116438	1944931874	2042216827	2087795200	2193506400	2124181200	2180866800	2205437000	2161050000	2160551000	2197482000	2253145000	2252810000	2377191000	2537434000	2765944000	2957206000	3073958000	3203351000	3400782000	3360161000	2967496000	2813622000	2566649000	2260639000	1907627000	1787138000	1831142000	2116802000	2363412000	2715444000	2968920000	2779461000
Cyprus	CYP	"Agriculture, forestry, and fishing, value added (annual % growth)"	NV.AGR.TOTL.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.463234885	0.10265327	-3.282060678	3.605532812	5.629479808	-0.678264278	0.390220869	-1.069022217	9.332027904	-0.269534823	-0.540526553	3.442022593	10.9457123	3.314924162	0.763942078	-15.0871726	21.33926144	3.752751445	-10.92196907	30.10562135	3.617585062	-15.86109884	13.75362772	5.077132085	-2.479118026	6.761450666	4.335485116	-8.204682919	2.96309484	-6.425453802	-11.80841493	-6.361945155	-8.16681245	-8.456229818	7.661596038	4.916305192	-4.549068146	-4.909255944	-14.90411218	2.914664851	16.51090716	-6.893963926	-2.33775913	7.832369044	-1.384491182
Cyprus	CYP	Gross capital formation (% of GDP)	NE.GDI.TOTL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	22.52917602	26.56483238	34.8853722	37.2161941	38.72658021	37.81401897	33.81278141	31.7201665	30.11348713	33.59503199	30.34003462	25.92291888	25.53084143	27.45628501	30.89192911	27.04542752	25.84215003	28.69895942	24.08770256	25.51565377	26.58985465	24.26023238	24.08738491	19.08053376	19.9419086	20.57918745	17.89483669	20.46107964	19.67579084	22.07057916	22.44824793	24.60449107	24.38121085	28.95596935	22.87464111	24.02549844	18.92636345	16.20286062	12.92515846	13.56490626	13.67897902	17.43975754	20.71089028	19.34198748	20.31209902	18.86516067
Cyprus	CYP	"Gross fixed capital formation, private sector (current LCU)"	NE.GDI.FPRV.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Final consumption expenditure (constant 2015 US$)	NE.CON.TOTL.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2170913325	2526505778	2868729475	3102114983	3275205645	3481567132	3585965173	3934189788	4210804787	4394188334	4633874727	4732962882	5225316486	5747596082	6089367183	6757592280	7305493481	7730279118	7171539254	7619379892	9123419044	9528194255	9937729076	10822454271	11258165279	11862552489	12574442783	13015417855	13683625736	14385639813	14899223038	15585678859	16889041226	18211192574	17499257932	18144532546	18082937017	17598757378	16452877872	16164334467	16609050261	17289064589	18016661704	18886378554	19809682859	19668906858
Cyprus	CYP	General government final consumption expenditure (annual % growth)	NE.CON.GOVT.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	15.96772635	1.112652004	-0.962859308	4.375016813	8.51628133	7.418767797	3.938349691	6.205395633	3.82625577	3.834672106	3.597111164	27.96296499	8.502174057	3.101038618	17.20568959	2.924937447	13.88740426	-14.4067801	4.42794221	-9.643685771	7.218202249	11.01537996	14.70301855	3.542834759	-3.181648296	7.645651652	4.999160311	7.812882284	-1.778455911	2.328131923	7.173491794	3.37657231	6.356054625	6.261627992	0.65201066	1.58497232	-2.406895466	-4.80685833	-7.473919499	1.410960309	0.239035064	1.832536047	3.600409566	12.71621387	15.01891365
Cyprus	CYP	Individuals using the Internet (% of population)	IT.NET.USER.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0.05006043	0.056367482	0.111034621	0.410120685	0.673343541	4.378272095	8.890539159	11.34239866	15.25539437	18.81875904	28.32	30.09	33.83	32.81	35.83	40.77	42.31	49.81	52.99	56.85989235	60.6898684	65.4548	69.33	71.71574092	75.9002054	80.74318897	84.43358252	86.06362996	90.80209879
Cyprus	CYP	"Air transport, registered carrier departures worldwide"	IS.AIR.DPRT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2600	3100	4000	4300	2000	3500	4700	5200	5200	5400	6200	5700	5700	5900	6200	6100	6400	6400	6600	6700	7600	8000	10300	10800	11500	10900	10600	11500	12000	12100	12551	13321	15081	16908	19073	17392	17530	19131	19399	18556	15318	12430	13296	11724	9000	306	2994	8698	5456	3326	1118
Cyprus	CYP	CPIA public sector management and institutions cluster average (1=low to 6=high)	IQ.CPA.PUBS.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Trademark applications, total"	IP.TMK.TOTL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	894	1063	1097	1111	1381	1054	1082	\N	\N	\N	1721	2103	2004	\N	\N	\N	\N	\N	\N	3161	3799	3119	2860	4814	3269	2733	3025	2740	2989	1907	2252	2088	2174	1847	1918	1569	2082	\N	2344	\N	\N
Cyprus	CYP	Investment in ICT with private participation (current US$)	IE.PPI.ICTI.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Time required to start a business, female (days)"	IC.REG.DURS.FE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8	8	8	8	8	8	8	8	6	6	6	6	\N
Cyprus	CYP	Firms experiencing losses due to theft and vandalism (% of firms)	IC.FRM.THEV.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12.8	\N
Cyprus	CYP	"Time to export, border compliance (hours)"	IC.EXP.TMBC	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	18	18	18	18	18	18	\N
Cyprus	CYP	"Human capital index (HCI), male, upper bound (scale 0-1)"	HD.HCI.OVRL.UB.MA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.671436846	\N	\N	\N	\N	\N	\N	0.754	0.759161413	\N	0.760329962
Cyprus	CYP	Interest payments (% of expense)	GC.XPN.INTP.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.801894918	4.333118557	3.321083435	3.824855119	4.778986346	6.661941885	6.327956095	7.896408158	7.88301583	9.303873286	10.7808454	12.0830693	14.71248247	14.44091676	15.5114451	14.87174225	15.09983361	15.77674209	15.13198037	15.92208655	15.56733391	16.92069367	17.0327047	6.67016056	7.683173542	7.56097561	8.896341885	8.854626993	9.74610245	9.49244583	8.481037727	8.297244712	8.047368315	8.077750629	7.776425621	7.577333611	6.887060282	5.525369776	4.614796356	4.972118959	7.811120369	7.543834379	6.690870762	7.798534333	7.16425583	6.921809563	5.96509167	5.901157364	\N
Cyprus	CYP	Customs and other import duties (% of tax revenue)	GC.TAX.IMPT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	40.30019824	37.29925356	31.27753304	22.95844231	27.37830492	38.92461593	33.25094504	28.79346975	29.29823001	31.25879335	32.40613867	31.45271814	30.3174971	28.7204564	26.3978756	26.9631617	26.5863639	25.46705286	24.05217127	24.77266222	21.97367013	15.97871806	12.82868316	12.19357118	11.47011309	9.335100816	6.026274557	5.599476583	5.418898067	5.375724921	5.075823053	4.006506595	1.43154693	0.043679567	0.038561403	0.006027364	0.021471794	0.016121974	0.026746311	0.041330404	0.030774642	0.056559753	0.002314279	0.090380292	-0.029074318	0.099153068	0.086338405	0.276186769	\N
Cyprus	CYP	Net investment in nonfinancial assets (current LCU)	GC.NFN.TOTL.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12558220.59	13805499.65	9739028.216	11721005.89	23749560.04	30173901.45	37213339.39	53222934.9	58502513.35	62261436.52	57733642.7	70394379.38	85020007.72	80543471.95	107881095	104310118	113194845.5	120986068.1	239676080.5	220291803.1	250711105.9	267759928.2	299960015.5	532741929.4	655590373.1	674384988.9	383410163.4	452608521.8	505575166.5	526078383.8	614925658.8	737603242.2	747854850.9	684807457.7	723250990.1	691129283	818078370.1	629900000	687400000	599500000	409200000	123600000	259300000	292400000	378500000	\N	\N	\N	\N
Cyprus	CYP	"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)"	FX.OWN.TOTL.40.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	77.83727264	\N	\N	88.00475311	\N	\N	83.80718231	\N	\N	\N
Cyprus	CYP	Broad money (current LCU)	FM.LBL.BMNY.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Bank capital to assets ratio (%)	FB.BNK.CAPA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6.884707142	4.907077489	6.118128527	5.295256577	5.617059193	6.41462105	10.30598379	10.11403421	10.31351607	9.036913979	8.225598417	9.01047899	8.379306711
Cyprus	CYP	Capture fisheries production (metric tons)	ER.FSH.CAPT.MT	500	400	600	600	600	1006	1009	1014	1412	1409	1363	1255	1340	1459	1180	919	1052	1189	1245	1283	1308	1426	1545	1938.770996	2206	2382	2541.387939	2543	2505	2542	2584	2921	9336	10016	9427	9320	12526	24819	19304	39638	68345	54723	141079	47740	78724	61313	29940	2446	1996	1409	1395	1188	1323	1183	1268	1488	1494	1756	1490	\N	\N
Cyprus	CYP	CO2 emissions from transport (% of total fuel combustion)	EN.CO2.TRAN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	34.48275862	30.41474654	32.59911894	31.21387283	26.5060241	24.22680412	24.17061611	25.56053812	24.69135802	24.12451362	24.50592885	25.29182879	27.09923664	27.73722628	28.98550725	27.72277228	25.62674095	26.30136986	27.03412073	29.82005141	26.12612613	27.36842105	26.72064777	26.6536965	28.91089109	28.22429907	28.70201097	28.39931153	27.84184514	27.46031746	28.91760905	27.91798107	26.78062678	28.65412446	28.65248227	28.12939522	28.84097035	28.75989446	29.06666667	30.71625344	30.85714286	30.56835637	31.85053381	30.38194444	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Nitrous oxide emissions (% change from 1990)	EN.ATM.NOXE.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.150579161	15.28101254	15.51262514	21.30384348	13.0099187	18.96926585	11.1290179	14.94978716	17.68346105	6.664249465	10.89366336	15.86410856	23.06513153	20.35739309	19.80242606	16.22488229	13.64759529	10.09301923	26.6077076	31.15854044	31.1201051	31.08166976	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)"	EN.ATM.GHGO.KT.CE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	30.76138245	30.44058899	34.40274475	38.87617737	23.13216034	24.62536682	28.87707581	30.71664032	35.39863953	27.5871756	38.15948975	35.72214417	32.68786438	34.72611877	34.89863403	36.81873047	45.32914001	-515.3330701	43.91231995	47.54792969	37.39749146	-9.528961182	100.7797546	183.9527588	225.0215149	218.0999603	275.5670319	284.9428253	133.6683655	175.9116516	88.97753906	120.5759277	122.4012604	60.59378052	83.01783752	102.6818848	161.6636963	129.0152588	149.7909546	144.5726318	89.690979	134.5091553	31.72943115	380.0865784	618.0849915	454.6368713	577.5727234	\N	\N	\N	\N
Cyprus	CYP	"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)"	EG.USE.COMM.GD.PP.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	93.29642529	94.51072311	97.25013068	103.6875731	111.878783	90.95096708	99.87841626	95.34807457	96.17078841	92.07715102	93.46587291	88.95689541	86.93679701	92.16731247	82.20287078	79.6615774	79.12876693	79.52602484	81.29522648	81.10316002	76.89455701	74.25123344	72.31275486	67.09386424	69.83954096	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Electricity production from coal sources (% of total)	EG.ELC.COAL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	\N
Cyprus	CYP	Net ODA received (% of central government expense)	DT.ODA.ODAT.XP.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.176998874	6.544290948	15.19973785	21.0440446	37.65166208	55.38168653	20.80019681	10.3148192	9.976837887	8.15674735	5.345714421	2.814337134	2.769660989	5.575770016	4.478791359	4.074424616	3.729715965	3.249243475	1.363722926	1.326439028	0.746783461	1.021974383	1.163222286	0.461922541	0.463222053	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net official flows from UN agencies, UNPBF (current US$)"	DT.NFL.UNPB.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"PPG, commercial banks (NFL, current US$)"	DT.NFL.PCBK.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net financial flows, bilateral (NFL, current US$)"	DT.NFL.BLAT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"External debt stocks, total (DOD, current US$)"	DT.DOD.DECT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net bilateral aid flows from DAC donors, Luxembourg (current US$)"	DC.DAC.LUXL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net bilateral aid flows from DAC donors, European Union institutions (current US$)"	DC.DAC.CECL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	379999.9952	109999.9994	2759999.99	1509999.99	2640000.105	59999.99866	3369999.886	\N	\N	\N	\N	829999.9833	2369999.886	2900000.095	4150000.095	6960000.038	1580000.043	3390000.105	379999.9952	2440000.057	7690000.057	4880000.114	660000.0262	6349999.905	8989999.771	42259998.32	18229999.54	49189998.63	45189998.63	29659999.85	12659999.85	8439999.58	22760000.23	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Portfolio equity, net inflows (BoP, current US$)"	BX.PEF.TOTL.CD.WD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N	\N	\N	0	0	0	0	0	29134419.9	88899028.99	-3832305.972	-82886.4193	-13886100.15	13211550.82	45974475.47	1439477.777	-2163451376	705484896.2	433872909.3	681376176.1	445366141.9	447646293.5	1552352031	1193399532	741590991.6	-443885602.9	8314198330	916945782.9	-44469168.89
Cyprus	CYP	"Grants, excluding technical cooperation (BoP, current US$)"	BX.GRT.EXTA.CD.WD	23700000	20240000	15950000	9120000	3940000	5630000	270000	120000	1100000	2400000	960000	3290000	3160000	4350000	8910000	8840000	22070000	47530000	28100000	15710000	24090000	2680000	5020000	2640000	3580000	21570000	27610000	22520000	15890000	21900000	17840000	19360000	16850000	9540000	13880000	9170000	3880000	5780000	20800000	12110000	5200000	-1450000	20940000	13650000	34230000	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Foreign direct investment, net outflows (BoP, current US$)"	BM.KLT.DINV.CD.WD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	163251.3621	0	2286443.176	642909.2644	808693.5909	4584352.912	14641650.98	14681394.28	12263644.23	6095194.752	15693376.47	35169642.59	27915334.58	70735118.5	182578677.2	172091968.3	249139714.1	548053822	589680929.6	711719020.7	547620469.7	897786684.3	1262632416	14369333118	61636699567	31713826815	47373176122	75247699081	29851408730	66053276052	44245160021	6421997476	13828455682	-7543191744	42121263934	-4797456256
Cyprus	CYP	Crop production index (2014-2016 = 100)	AG.PRD.CROP.XD	\N	163.75	165.46	148.47	147.54	205.12	199.92	239.33	240.97	262.14	241.59	276.67	261.75	187.53	224.41	184.97	199.6	198.73	201.45	214.62	220.9	224.24	218.36	221.59	228.38	219.2	198.41	208.29	231.35	246.67	221.12	169.55	212.76	223.64	172.59	221.8	203.47	159.39	183.62	192.74	176.48	169.73	177.88	169.43	185.38	151.81	142.92	132.07	110.56	108.87	110.12	117.86	104.51	99.05	101.35	109.12	89.54	94.55	94.95	\N	\N
Cyprus	CYP	Land under cereal production (hectares)	AG.LND.CREL.HA	\N	141673	137794	138730	140469	143975	143145	141941	143145	138060	152107	156857	153111	160536	162141	57058	62435	61773	50088	46743	49097	49151	51560	51345	52710	53486	52108	54047	58998	59701	57530	48790	65110	69100	63500	60870	58940	43020	59090	58940	51480	55970	59200	72745	66397	58218	54795	39806	35973	31155	32892	35916	37822	30760	25303	32846	23289	19879	19038	\N	\N
Cyprus	CYP	"Air transport, freight (million ton-km)"	IS.AIR.GOOD.MT.K1	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.200000048	2.400000095	2.900000095	2.400000095	1.899999976	1.100000024	6.199999809	16.20000076	20	23.70000076	18.89999962	17.20000076	19	17.89999962	25.5	24.60000038	26.79999924	30.39999962	26.60000038	33	34.29999924	33.90000153	33	32.20000076	35.40000153	36.20000076	35.40000153	35.70000076	38.20000076	40.70000076	43.118	39.982	40.887	44.208	49.159	47.964	47.815	49.376	47.549	38.312	36.2141	16.9749	9.1093	11.592996	6.588588	0.23060058	0.285895447	0.340319502	0.021	0.14	0.328962
